name,address,telephone,website,category,sub_category,rating,reviews,search_keyword,search_location,claimed,permanently_closed,latitude,longitude,map_link,image_url,title,title_url,description,opening_hours
The Pllazio Hotel,"Plot No 292, City Center, 296, Sector 29, Gurugram, Haryana 122001 ",0124 491 5000 ,https://www.pllaziohotel.com/,,,4.3,"4,830",,"Gurugram, Haryana",Unvarified,,28.4644762,77.0640618|,"https://www.google.com/maps/place/The+Pllazio+Hotel/data=!4m10!3m9!1s0x390d18fcbfffffff:0x2ea6e8ec611c9b85!5m2!4m1!1i2!8m2!3d28.4644762!4d77.0640618!16s%2Fg%2F11xfw639j!19sChIJ____v_wYDTkRhZscYezopi4?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipMnil3oPeFN70m2MDHgsHti8jS-Ol_5UpIScVVG,The Pllazio Hotel,the-pllazio-hotel,"The Pllazio Hotelis a  which is located on Address: Plot No 292, City Center, 296, Sector 29, Gurugram, Haryana 122001  in m, Haryana. The The Pllazio Hotel offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given The Pllazio Hotel contact details or directly call on compnay helpline number Phone: 0124 491 5000  for any question & quveries./nFor more detail, users can visit the officail website  of The Pllazio Hotel./nFrequently Asked Question/nWhat are the services Offered by The Pllazio Hotel/n/nWhich is the address of The Pllazio Hotel/nAddress: Plot No 292, City Center, 296, Sector 29, Gurugram, Haryana 122001 /nWhich are service areas is covered by The Pllazio Hotel/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 pm
"Fortune Select Global, Gurgaon","Global Arcade, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002 ",0124 419 6666 ,https://www.itchotels.com/in/en/fortuneselectglobal-gurugram,,,4.1,"3,186",,"Gurugram, Haryana",Unvarified,,,"urgaon/data=!4m10!3m9!1s0x390d1e1251824943:0x7c5af25f2ddd2cc5???28.4815808,,,77.103324|","https://www.google.com/maps/place/Fortune+Select+Global,+Gurgaon/data=!4m10!3m9!1s0x390d1e1251824943:0x7c5af25f2ddd2cc5!5m2!4m1!1i2!8m2!3d28.4815808!4d77.103324!16s%2Fg%2F1tj8_y69!19sChIJQ0mCURIeDTkRxSzdLV_yWnw?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipOOTuyxnMvkGtFxmASjommoP7gJEp68AEQ6wolP,"Fortune Select Global, Gurgaon",fortune-select-global-gurgaon,"Fortune Select Global, Gurgaonis a  which is located on Address: Global Arcade, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002  in m, Haryana. The Fortune Select Global, Gurgaon offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Fortune Select Global, Gurgaon contact details or directly call on compnay helpline number Phone: 0124 419 6666  for any question & quveries./nFor more detail, users can visit the officail website  of Fortune Select Global, Gurgaon./nFrequently Asked Question/nWhat are the services Offered by Fortune Select Global, Gurgaon/n/nWhich is the address of Fortune Select Global, Gurgaon/nAddress: Global Arcade, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002 /nWhich are service areas is covered by Fortune Select Global, Gurgaon/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 pm
FabExpress Heaven Stay,"Plot No. 218, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122001 ",070424 24242 ,https://www.fabhotels.com/hotels-in-gurgaon/fabexpress-heaven-stay.html?utm_source=Google_Maps&utm_medium=organic&utm_campaign=Google_Maps_Clicks,,,3.9,136,,"Gurugram, Haryana",Unvarified,,28.434829,77.046686|,"https://www.google.com/maps/place/FabExpress+Heaven+Stay/data=!4m10!3m9!1s0x390d187acb42cc7f:0xbf18412f56a4c186!5m2!4m1!1i2!8m2!3d28.434829!4d77.046686!16s%2Fg%2F11fz9jb1b3!19sChIJf8xCy3oYDTkRhsGkVi9BGL8?authuser=0&hl=en&rclk=1
",,FabExpress Heaven Stay,fabexpress-heaven-stay,"FabExpress Heaven Stayis a  which is located on Address: Plot No. 218, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122001  in m, Haryana. The FabExpress Heaven Stay offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given FabExpress Heaven Stay contact details or directly call on compnay helpline number Phone: 070424 24242  for any question & quveries./nFor more detail, users can visit the officail website  of FabExpress Heaven Stay./nFrequently Asked Question/nWhat are the services Offered by FabExpress Heaven Stay/n/nWhich is the address of FabExpress Heaven Stay/nAddress: Plot No. 218, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122001 /nWhich are service areas is covered by FabExpress Heaven Stay/nm, Haryana",Check-in time: 12:00 pm || Check-out time: 11:00 am
Perch Arbor Suites,"C 988, Block C Dr, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009 ",084484 44240 ,http://www.theperch.in/perch-arbor.html,,,4.1,273,,"Gurugram, Haryana",Unvarified,,28.459924,77.080945|,"https://www.google.com/maps/place/Perch+Arbor+Suites/data=!4m10!3m9!1s0x390d18c2c08664dd:0xcab7f5e5e760e958!5m2!4m1!1i2!8m2!3d28.459924!4d77.080945!16s%2Fg%2F11b_2lj62h!19sChIJ3WSGwMIYDTkRWOlg5-X1t8o?authuser=0&hl=en&rclk=1
",,Perch Arbor Suites,perch-arbor-suites,"Perch Arbor Suitesis a  which is located on Address: C 988, Block C Dr, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009  in m, Haryana. The Perch Arbor Suites offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Perch Arbor Suites contact details or directly call on compnay helpline number Phone: 084484 44240  for any question & quveries./nFor more detail, users can visit the officail website  of Perch Arbor Suites./nFrequently Asked Question/nWhat are the services Offered by Perch Arbor Suites/n/nWhich is the address of Perch Arbor Suites/nAddress: C 988, Block C Dr, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009 /nWhich are service areas is covered by Perch Arbor Suites/nm, Haryana",Check-in time: 1:00 pm || Check-out time: 12:00 pm
Treebo Trend Coral Tree - Hotel in Gurgaon,"F 10/11, Main, Golf Course Rd, Near Union Bank of India, DLF Phase 1, Sector 27, Gurugram, Haryana 122022 ",093228 00100 ,https://www.treebo.com/hotels-in-gurgaon/treebo-coral-tree-golf-course-road-dlf-phase-1-291/?utm_source=partnerships&utm_campaign=coraltree&utm_medium=gplus,,,3.9,559,,"Gurugram, Haryana",Unvarified,,28.465268,77.094169|,"https://www.google.com/maps/place/Treebo+Trend+Coral+Tree+-+Hotel+in+Gurgaon/data=!4m10!3m9!1s0x390d18d1aa0dc3c3:0x8e18bb622d188bf9!5m2!4m1!1i2!8m2!3d28.465268!4d77.094169!16s%2Fg%2F11c2plz0wf!19sChIJw8MNqtEYDTkR-YsYLWK7GI4?authuser=0&hl=en&rclk=1
",,Treebo Trend Coral Tree - Hotel in Gurgaon,treebo-trend-coral-tree-hotel-in-gurgaon,"Treebo Trend Coral Tree - Hotel in Gurgaonis a  which is located on Address: F 10/11, Main, Golf Course Rd, Near Union Bank of India, DLF Phase 1, Sector 27, Gurugram, Haryana 122022  in m, Haryana. The Treebo Trend Coral Tree - Hotel in Gurgaon offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Treebo Trend Coral Tree - Hotel in Gurgaon contact details or directly call on compnay helpline number Phone: 093228 00100  for any question & quveries./nFor more detail, users can visit the officail website  of Treebo Trend Coral Tree - Hotel in Gurgaon./nFrequently Asked Question/nWhat are the services Offered by Treebo Trend Coral Tree - Hotel in Gurgaon/n/nWhich is the address of Treebo Trend Coral Tree - Hotel in Gurgaon/nAddress: F 10/11, Main, Golf Course Rd, Near Union Bank of India, DLF Phase 1, Sector 27, Gurugram, Haryana 122022 /nWhich are service areas is covered by Treebo Trend Coral Tree - Hotel in Gurgaon/nm, Haryana",Check-in time: 12:00 pm || Check-out time: 11:00 am
Hotel Omega,"PLOT, 2018P, Sector 45, Gurugram, Haryana 122002 ",098110 01900 ,http://www.hotelomega.net/,,,4.3,450,,"Gurugram, Haryana",Unvarified,,28.450618,77.0683569|,"https://www.google.com/maps/place/Hotel+Omega/data=!4m10!3m9!1s0x390d193a05a04377:0xe67b6317b6265486!5m2!4m1!1i2!8m2!3d28.450618!4d77.0683569!16s%2Fg%2F11j48yrmy6!19sChIJd0OgBToZDTkRhlQmthdje-Y?authuser=0&hl=en&rclk=1
",,Hotel Omega,hotel-omega,"Hotel Omegais a  which is located on Address: PLOT, 2018P, Sector 45, Gurugram, Haryana 122002  in m, Haryana. The Hotel Omega offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Hotel Omega contact details or directly call on compnay helpline number Phone: 098110 01900  for any question & quveries./nFor more detail, users can visit the officail website  of Hotel Omega./nFrequently Asked Question/nWhat are the services Offered by Hotel Omega/n/nWhich is the address of Hotel Omega/nAddress: PLOT, 2018P, Sector 45, Gurugram, Haryana 122002 /nWhich are service areas is covered by Hotel Omega/nm, Haryana",Check-in time: 12:00 pm || Check-out time: 12:00 pm
ibis Gurgaon Golf Course Road,"Block 1, Golf Course Rd, DLF Phase 5, Sector 53, Gurugram, Haryana 122002 ",0124 475 5000 ,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=6363&merchantid=seo-maps-IN-6363&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&y_source=1_MTUzNjIxMzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,4.3,"6,733",,"Gurugram, Haryana",Unvarified,,28.4482776,77.0991588|,"https://www.google.com/maps/place/ibis+Gurgaon+Golf+Course+Road/data=!4m10!3m9!1s0x390d193446575533:0xa6f2db8fedbe14a0!5m2!4m1!1i2!8m2!3d28.4482776!4d77.0991588!16s%2Fg%2F1tgckpfp!19sChIJM1VXRjQZDTkRoBS-7Y_b8qY?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipO6FuFolMq2rdXSTx2791646uByuQtJI5Fw9lTU,ibis Gurgaon Golf Course Road,ibis-gurgaon-golf-course-road,"ibis Gurgaon Golf Course Roadis a  which is located on Address: Block 1, Golf Course Rd, DLF Phase 5, Sector 53, Gurugram, Haryana 122002  in m, Haryana. The ibis Gurgaon Golf Course Road offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given ibis Gurgaon Golf Course Road contact details or directly call on compnay helpline number Phone: 0124 475 5000  for any question & quveries./nFor more detail, users can visit the officail website  of ibis Gurgaon Golf Course Road./nFrequently Asked Question/nWhat are the services Offered by ibis Gurgaon Golf Course Road/n/nWhich is the address of ibis Gurgaon Golf Course Road/nAddress: Block 1, Golf Course Rd, DLF Phase 5, Sector 53, Gurugram, Haryana 122002 /nWhich are service areas is covered by ibis Gurgaon Golf Course Road/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 pm
Hyatt Place Gurgaon Udyog Vihar,"15, 1, Old Delhi Gurgaon Rd, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015 ",0124 383 1234 ,https://www.hyatt.com/en-US/hotel/india/hyatt-place-gurgaon-udyog-vihar/delzo,,,4.3,"6,496",,"Gurugram, Haryana",Unvarified,,28.500744,77.0671461|,"https://www.google.com/maps/place/Hyatt+Place+Gurgaon+Udyog+Vihar/data=!4m10!3m9!1s0x390d196e2ecccedb:0x5d37bb3c2a5ee0a1!5m2!4m1!1i2!8m2!3d28.500744!4d77.0671461!16s%2Fg%2F11b6gnwqwg!19sChIJ287MLm4ZDTkRoeBeKjy7N10?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipPQNN4iIxMXc0Iu_7iP0OwbfkK9soFKyXqxiOvL,Hyatt Place Gurgaon Udyog Vihar,hyatt-place-gurgaon-udyog-vihar,"Hyatt Place Gurgaon Udyog Viharis a  which is located on Address: 15, 1, Old Delhi Gurgaon Rd, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015  in m, Haryana. The Hyatt Place Gurgaon Udyog Vihar offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Hyatt Place Gurgaon Udyog Vihar contact details or directly call on compnay helpline number Phone: 0124 383 1234  for any question & quveries./nFor more detail, users can visit the officail website  of Hyatt Place Gurgaon Udyog Vihar./nFrequently Asked Question/nWhat are the services Offered by Hyatt Place Gurgaon Udyog Vihar/n/nWhich is the address of Hyatt Place Gurgaon Udyog Vihar/nAddress: 15, 1, Old Delhi Gurgaon Rd, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015 /nWhich are service areas is covered by Hyatt Place Gurgaon Udyog Vihar/nm, Haryana",
DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR,"Golf Course Rd, Sector 56, Gurugram, Haryana 122011 ",0124 491 1234 ,https://www.hilton.com/en/hotels/deldgdi-doubletree-gurgaon-new-delhi-ncr/?SEO_id=GMB-APAC-DI-DELDGDI,,,4.3,"7,771",,"Gurugram, Haryana",Unvarified,,28.4220381,77.1045333|,"https://www.google.com/maps/place/DoubleTree+by+Hilton+Hotel+Gurgaon+-+New+Delhi+NCR/data=!4m10!3m9!1s0x390d22042c68cab7:0xd7c71a1dc90f8240!5m2!4m1!1i2!8m2!3d28.4220381!4d77.1045333!16s%2Fg%2F1hc48ymhd!19sChIJt8poLAQiDTkRQIIPyR0ax9c?authuser=0&hl=en&rclk=1
",,DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR,doubletree-by-hilton-hotel-gurgaon-new-delhi-ncr,"DoubleTree by Hilton Hotel Gurgaon - New Delhi NCRis a  which is located on Address: Golf Course Rd, Sector 56, Gurugram, Haryana 122011  in m, Haryana. The DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR contact details or directly call on compnay helpline number Phone: 0124 491 1234  for any question & quveries./nFor more detail, users can visit the officail website  of DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR./nFrequently Asked Question/nWhat are the services Offered by DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR/n/nWhich is the address of DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR/nAddress: Golf Course Rd, Sector 56, Gurugram, Haryana 122011 /nWhich are service areas is covered by DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR/nm, Haryana",Check-in time: 3:00 pm || Check-out time: 12:00 pm
Aakriti Hotels,"702 P, Sector 23, Gurugram, Haryana 122017 ",0124 425 7256 ,http://aakritiihotels.com/,,,4.0,287,,"Gurugram, Haryana",Unvarified,,28.5117947,77.0435736|,"https://www.google.com/maps/place/Aakriti+Hotels/data=!4m10!3m9!1s0x390d193cd92f69cf:0x96a86d63ed6cb7c4!5m2!4m1!1i2!8m2!3d28.5117947!4d77.0435736!16s%2Fg%2F11h4bqrn3l!19sChIJz2kv2TwZDTkRxLds7WNtqJY?authuser=0&hl=en&rclk=1
",,Aakriti Hotels,aakriti-hotels,"Aakriti Hotelsis a  which is located on Address: 702 P, Sector 23, Gurugram, Haryana 122017  in m, Haryana. The Aakriti Hotels offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Aakriti Hotels contact details or directly call on compnay helpline number Phone: 0124 425 7256  for any question & quveries./nFor more detail, users can visit the officail website  of Aakriti Hotels./nFrequently Asked Question/nWhat are the services Offered by Aakriti Hotels/n/nWhich is the address of Aakriti Hotels/nAddress: 702 P, Sector 23, Gurugram, Haryana 122017 /nWhich are service areas is covered by Aakriti Hotels/nm, Haryana",Check-in time: 12:00 pm || Check-out time: 11:00 am
Hotel City Premier,"6303 Near Galleria Market, opp. Supermart-1, DLF Phase IV, Gurugram, Haryana 122002 ",0124 437 5652 ,http://hotelcitypremier.com/,,,3.6,497,,"Gurugram, Haryana",Unvarified,,28.4628996,77.0868837|,"https://www.google.com/maps/place/Hotel+City+Premier/data=!4m10!3m9!1s0x390d18db3ec6903d:0x214e30a124d80f03!5m2!4m1!1i2!8m2!3d28.4628996!4d77.0868837!16s%2Fg%2F11xk1wysy!19sChIJPZDGPtsYDTkRAw_YJKEwTiE?authuser=0&hl=en&rclk=1
",,Hotel City Premier,hotel-city-premier,"Hotel City Premieris a  which is located on Address: 6303 Near Galleria Market, opp. Supermart-1, DLF Phase IV, Gurugram, Haryana 122002  in m, Haryana. The Hotel City Premier offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Hotel City Premier contact details or directly call on compnay helpline number Phone: 0124 437 5652  for any question & quveries./nFor more detail, users can visit the officail website  of Hotel City Premier./nFrequently Asked Question/nWhat are the services Offered by Hotel City Premier/n/nWhich is the address of Hotel City Premier/nAddress: 6303 Near Galleria Market, opp. Supermart-1, DLF Phase IV, Gurugram, Haryana 122002 /nWhich are service areas is covered by Hotel City Premier/nm, Haryana",Check-in time: 12:30 pm || Check-out time: 11:30 am
Hotel Rajwada Gurgaon,"Rajwada hotel gurgaon bus stand 22/3, near Bus Stand, Gopal Nagar, Adarsh Nagar, Sector 12, Gurugram, Haryana 122001, Gurugram, 122002 ",099716 27572 ,,,,3.0,3,,"Gurugram, Haryana",Unvarified,,tps://www.google.com/maps/place/Hotel+Rajwada+Gurgaon/data=!4m7!3m6!1s0x390d184a8231e9ad:0x32117f17b80476d4!8m2!3d28.4656016,77.0336759|,"https://www.google.com/maps/place/Hotel+Rajwada+Gurgaon/data=!4m7!3m6!1s0x390d184a8231e9ad:0x32117f17b80476d4!8m2!3d28.4656016!4d77.0336759!16s%2Fg%2F11n0hnm_4w!19sChIJrekxgkoYDTkR1HYEuBd_ETI?authuser=0&hl=en&rclk=1
",,Hotel Rajwada Gurgaon,hotel-rajwada-gurgaon,"Hotel Rajwada Gurgaonis a  which is located on Address: Rajwada hotel gurgaon bus stand 22/3, near Bus Stand, Gopal Nagar, Adarsh Nagar, Sector 12, Gurugram, Haryana 122001, Gurugram, 122002  in m, Haryana. The Hotel Rajwada Gurgaon offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Hotel Rajwada Gurgaon contact details or directly call on compnay helpline number Phone: 099716 27572  for any question & quveries./nFor more detail, users can visit the officail website  of Hotel Rajwada Gurgaon./nFrequently Asked Question/nWhat are the services Offered by Hotel Rajwada Gurgaon/n/nWhich is the address of Hotel Rajwada Gurgaon/nAddress: Rajwada hotel gurgaon bus stand 22/3, near Bus Stand, Gopal Nagar, Adarsh Nagar, Sector 12, Gurugram, Haryana 122001, Gurugram, 122002 /nWhich are service areas is covered by Hotel Rajwada Gurgaon/nm, Haryana",
The Galgotias Hotel,"The Galgotias Hotel, Sco 04, 07, Sector 23A, Gurugram, Haryana 122017 ",http://www.thegalgotiahotels.com/,,,4.1,105,,"Gurugram, Haryana",Unvarified,,28.5048478,77.0527784|,"https://www.google.com/maps/place/The+Galgotias+Hotel/data=!4m10!3m9!1s0x390d19b91885cb65:0x6c2f60cda06dbbb1!5m2!4m1!1i2!8m2!3d28.5048478!4d77.0527784!16s%2Fg%2F11pdxswhym!19sChIJZcuFGLkZDTkRsbttoM1gL2w?authuser=0&hl=en&rclk=1
",,The Galgotias Hotel,the-galgotias-hotel,"The Galgotias Hotelis a  which is located on Address: The Galgotias Hotel, Sco 04, 07, Sector 23A, Gurugram, Haryana 122017  in m, Haryana. The The Galgotias Hotel offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given The Galgotias Hotel contact details or directly call on compnay helpline number  for any question & quveries./nFor more detail, users can visit the officail website  of The Galgotias Hotel./nFrequently Asked Question/nWhat are the services Offered by The Galgotias Hotel/n/nWhich is the address of The Galgotias Hotel/nAddress: The Galgotias Hotel, Sco 04, 07, Sector 23A, Gurugram, Haryana 122017 /nWhich are service areas is covered by The Galgotias Hotel/nm, Haryana",
Nook Inn %26 Suites,"Metro Station, L-32/4, Mehrauli-Gurgaon Road Service Road, near MG Road, DLF Phase 2, Sector 25, Gurugram, Haryana 122022 ",0124 353 1801 ,http://www.nookinn.com/,,,4.5,269,,"Gurugram, Haryana",Unvarified,,28.4795763,77.0777587|,"https://www.google.com/maps/place/Nook+Inn+%26+Suites/data=!4m10!3m9!1s0x390d1985efb9b05f:0xe9f358584da7fa61!5m2!4m1!1i2!8m2!3d28.4795763!4d77.0777587!16s%2Fg%2F11km0q0rdf!19sChIJX7C574UZDTkRYfqnTVhY8-k?authuser=0&hl=en&rclk=1
",,Nook Inn %26 Suites,nook-inn-26-suites,"Nook Inn %26 Suitesis a  which is located on Address: Metro Station, L-32/4, Mehrauli-Gurgaon Road Service Road, near MG Road, DLF Phase 2, Sector 25, Gurugram, Haryana 122022  in m, Haryana. The Nook Inn %26 Suites offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Nook Inn %26 Suites contact details or directly call on compnay helpline number Phone: 0124 353 1801  for any question & quveries./nFor more detail, users can visit the officail website  of Nook Inn %26 Suites./nFrequently Asked Question/nWhat are the services Offered by Nook Inn %26 Suites/n/nWhich is the address of Nook Inn %26 Suites/nAddress: Metro Station, L-32/4, Mehrauli-Gurgaon Road Service Road, near MG Road, DLF Phase 2, Sector 25, Gurugram, Haryana 122022 /nWhich are service areas is covered by Nook Inn %26 Suites/nm, Haryana"
"Park Inn, Gurgaon","Civil Lines, Gurugram, Haryana 122001 ",0124 479 5555 ,https://www.radissonhotels.com/en-us/hotels/park-inn-gurgaon/contact?cid=a:se+b:gmb+c:apac+i:local+e:pii+d:ind+h:INHRGUR1,,,4.0,"2,728",,"Gurugram, Haryana",Unvarified,,,"urgaon/data=!4m10!3m9!1s0x390d18370ebb6359:0x9aa67946e7ae2cc4???28.4590115,,,77.0317374|","https://www.google.com/maps/place/Park+Inn,+Gurgaon/data=!4m10!3m9!1s0x390d18370ebb6359:0x9aa67946e7ae2cc4!5m2!4m1!1i2!8m2!3d28.4590115!4d77.0317374!16s%2Fg%2F1hdzgxscw!19sChIJWWO7DjcYDTkRxCyu50Z5ppo?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipPCIobPjvokUGodfolmTSBGsxKNBecVYLtAPRLH,"Park Inn, Gurgaon",park-inn-gurgaon,"Park Inn, Gurgaonis a  which is located on Address: Civil Lines, Gurugram, Haryana 122001  in m, Haryana. The Park Inn, Gurgaon offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Park Inn, Gurgaon contact details or directly call on compnay helpline number Phone: 0124 479 5555  for any question & quveries./nFor more detail, users can visit the officail website  of Park Inn, Gurgaon./nFrequently Asked Question/nWhat are the services Offered by Park Inn, Gurgaon/n/nWhich is the address of Park Inn, Gurgaon/nAddress: Civil Lines, Gurugram, Haryana 122001 /nWhich are service areas is covered by Park Inn, Gurgaon/nm, Haryana",Check-in time: 12:00 pm || Check-out time: 12:00 pm
HOTEL INDIYAAH INN,"92 -A Near Gate No. 3, Akashneem Marg, near Sikanderpur metro station, DLF Phase 2, Sector 25, Gurugram, Haryana 122002 ",092120 55701 ,,,,4.5,306,,"Gurugram, Haryana",Unvarified,,28.4831722,77.0942666|,"https://www.google.com/maps/place/HOTEL+INDIYAAH+INN/data=!4m10!3m9!1s0x390d19252764af51:0x564a8b090ef4bc08!5m2!4m1!1i2!8m2!3d28.4831722!4d77.0942666!16s%2Fg%2F11_qdjqst!19sChIJUa9kJyUZDTkRCLz0DgmLSlY?authuser=0&hl=en&rclk=1
",,HOTEL INDIYAAH INN,hotel-indiyaah-inn,"HOTEL INDIYAAH INNis a  which is located on Address: 92 -A Near Gate No. 3, Akashneem Marg, near Sikanderpur metro station, DLF Phase 2, Sector 25, Gurugram, Haryana 122002  in m, Haryana. The HOTEL INDIYAAH INN offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given HOTEL INDIYAAH INN contact details or directly call on compnay helpline number Phone: 092120 55701  for any question & quveries./nFor more detail, users can visit the officail website  of HOTEL INDIYAAH INN./nFrequently Asked Question/nWhat are the services Offered by HOTEL INDIYAAH INN/n/nWhich is the address of HOTEL INDIYAAH INN/nAddress: 92 -A Near Gate No. 3, Akashneem Marg, near Sikanderpur metro station, DLF Phase 2, Sector 25, Gurugram, Haryana 122002 /nWhich are service areas is covered by HOTEL INDIYAAH INN/nm, Haryana",
"Nemesia City Center - Gurugram, Sector 29","Plot No. 358 & 359 City Center, Sector 29, Gurugram, Haryana 122001 ",0124 454 8000 ,http://www.nemesiahotels.com/,,,4.3,352,,"Gurugram, Haryana",Unvarified,,,"ector+29/data=!4m10!3m9!1s0x390d19ef9210019b:0xc72abea17552db6f???28.4622186,,,77.0678637|","https://www.google.com/maps/place/Nemesia+City+Center+-+Gurugram,+Sector+29/data=!4m10!3m9!1s0x390d19ef9210019b:0xc72abea17552db6f!5m2!4m1!1i2!8m2!3d28.4622186!4d77.0678637!16s%2Fg%2F11s1bhctcv!19sChIJmwEQku8ZDTkRb9tSdaG-Ksc?authuser=0&hl=en&rclk=1
",,"Nemesia City Center - Gurugram, Sector 29",nemesia-city-center-gurugram-sector-29,"Nemesia City Center - Gurugram, Sector 29is a  which is located on Address: Plot No. 358 & 359 City Center, Sector 29, Gurugram, Haryana 122001  in m, Haryana. The Nemesia City Center - Gurugram, Sector 29 offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Nemesia City Center - Gurugram, Sector 29 contact details or directly call on compnay helpline number Phone: 0124 454 8000  for any question & quveries./nFor more detail, users can visit the officail website  of Nemesia City Center - Gurugram, Sector 29./nFrequently Asked Question/nWhat are the services Offered by Nemesia City Center - Gurugram, Sector 29/n/nWhich is the address of Nemesia City Center - Gurugram, Sector 29/nAddress: Plot No. 358 & 359 City Center, Sector 29, Gurugram, Haryana 122001 /nWhich are service areas is covered by Nemesia City Center - Gurugram, Sector 29/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 pm
Park Plaza Gurugram,"B Block Dr, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002 ",0124 415 0000 ,https://www.radissonhotels.com/en-us/hotels/park-plaza-gurugram?cid=a:se+b:gmb+c:apac+i:local+e:pph+d:ind+h:INHRGUR2,,,4.2,"3,609",,"Gurugram, Haryana",Unvarified,,28.4595366,77.0757185|,"https://www.google.com/maps/place/Park+Plaza+Gurugram/data=!4m10!3m9!1s0x390d18e89246c59b:0x5b1f0ac7dbbdefb3!5m2!4m1!1i2!8m2!3d28.4595366!4d77.0757185!16s%2Fg%2F1tfl_vl1!19sChIJm8VGkugYDTkRs--928cKH1s?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipOJj37g7g-3VR5_UniegQxYGBTL21K0sm3FT2fO,Park Plaza Gurugram,park-plaza-gurugram,"Park Plaza Gurugramis a  which is located on Address: B Block Dr, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002  in m, Haryana. The Park Plaza Gurugram offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Park Plaza Gurugram contact details or directly call on compnay helpline number Phone: 0124 415 0000  for any question & quveries./nFor more detail, users can visit the officail website  of Park Plaza Gurugram./nFrequently Asked Question/nWhat are the services Offered by Park Plaza Gurugram/n/nWhich is the address of Park Plaza Gurugram/nAddress: B Block Dr, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002 /nWhich are service areas is covered by Park Plaza Gurugram/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 pm
