name, address, telephone, email, website, category, sub_category, rating, reviews, opening_hours, search_keyword, search_location, claimed, permanently_closed, latitude, longitude, map_link, image_url, title, title_url, description
Hyatt Place Gurgaon Udyog Vihar,"15, 1, Old Delhi Gurgaon Rd, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015 ",0124 383 1234 ,,https://www.hyatt.com/en-US/hotel/india/hyatt-place-gurgaon-udyog-vihar/delzo,·4-star hotel,"A,B,C","4.3
6,443 reviews",,,,"G328+7V Gurugram, Haryana",Unvarified,,"28.500744,",77.0671461,"https://www.google.com/maps/place/Hyatt+Place+Gurgaon+Udyog+Vihar/data=!4m10!3m9!1s0x390d196e2ecccedb:0x5d37bb3c2a5ee0a1!5m2!4m1!1i2!8m2!3d28.500744!4d77.0671461!16s%2Fg%2F11b6gnwqwg!19sChIJ287MLm4ZDTkRoeBeKjy7N10?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipPQNN4iIxMXc0Iu_7iP0OwbfkK9soFKyXqxiOvL,Hyatt Place Gurgaon Udyog Vihar,Hyatt Place Gurgaon Udyog Vihar,"Hyatt Place Gurgaon Udyog Viharis a ·4-star hotel which is located on Address: 15, 1, Old Delhi Gurgaon Rd, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015  in  Gurugram, Haryana. The Hyatt Place Gurgaon Udyog Vihar offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Hyatt Place Gurgaon Udyog Vihar contact details or directly call on compnay helpline number Phone: 0124 383 1234  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Hyatt Place Gurgaon Udyog Vihar/nA,B,C/nWhich is the address of Hyatt Place Gurgaon Udyog Vihar/nAddress: 15, 1, Old Delhi Gurgaon Rd, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015 /nWhich are service areas is covered by Hyatt Place Gurgaon Udyog Vihar/n Gurugram, Haryana"
Hotel City Premier,"6303 Near Galleria Market, opp. Supermart-1, DLF Phase IV, Gurugram, Haryana 122002 ",0124 437 5652 ,,http://hotelcitypremier.com/,·3-star hotel,"A,B,C","3.6
489 reviews",,,,"F37P+5Q Gurugram, Haryana",Unvarified,,"28.4628996,",77.0868837,"https://www.google.com/maps/place/Hotel+City+Premier/data=!4m10!3m9!1s0x390d18db3ec6903d:0x214e30a124d80f03!5m2!4m1!1i2!8m2!3d28.4628996!4d77.0868837!16s%2Fg%2F11xk1wysy!19sChIJPZDGPtsYDTkRAw_YJKEwTiE?authuser=0&hl=en&rclk=1
",,Hotel City Premier,Hotel City Premier,"Hotel City Premieris a ·3-star hotel which is located on Address: 6303 Near Galleria Market, opp. Supermart-1, DLF Phase IV, Gurugram, Haryana 122002  in  Gurugram, Haryana. The Hotel City Premier offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Hotel City Premier contact details or directly call on compnay helpline number Phone: 0124 437 5652  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Hotel City Premier/nA,B,C/nWhich is the address of Hotel City Premier/nAddress: 6303 Near Galleria Market, opp. Supermart-1, DLF Phase IV, Gurugram, Haryana 122002 /nWhich are service areas is covered by Hotel City Premier/n Gurugram, Haryana"
"Park Inn, Gurgaon","Civil Lines, Gurugram, Haryana 122001 ",0124 479 5555 ,,https://www.radissonhotels.com/en-us/hotels/park-inn-gurgaon/contact?cid=a:se+b:gmb+c:apac+i:local+e:pii+d:ind+h:INHRGUR1,·4-star hotel,"A,B,C","4.0
2,713 reviews",,,,"F25J+JM Gurugram, Haryana",Unvarified,,,"urgaon/data=!4m10!3m9!1s0x390d18370ebb6359:0x9aa67946e7ae2cc4???28.4590115,,,77.0317374","https://www.google.com/maps/place/Park+Inn,+Gurgaon/data=!4m10!3m9!1s0x390d18370ebb6359:0x9aa67946e7ae2cc4!5m2!4m1!1i2!8m2!3d28.4590115!4d77.0317374!16s%2Fg%2F1hdzgxscw!19sChIJWWO7DjcYDTkRxCyu50Z5ppo?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipPCIobPjvokUGodfolmTSBGsxKNBecVYLtAPRLH,"Park Inn, Gurgaon","Park Inn, Gurgaon","Park Inn, Gurgaonis a ·4-star hotel which is located on Address: Civil Lines, Gurugram, Haryana 122001  in  Gurugram, Haryana. The Park Inn, Gurgaon offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Park Inn, Gurgaon contact details or directly call on compnay helpline number Phone: 0124 479 5555  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Park Inn, Gurgaon/nA,B,C/nWhich is the address of Park Inn, Gurgaon/nAddress: Civil Lines, Gurugram, Haryana 122001 /nWhich are service areas is covered by Park Inn, Gurgaon/n Gurugram, Haryana"
Treebo Trend Corporate 32 - Hotel in Gurgaon,"Plot No 145 Near Raheja Atlantis, Sector 31, Gurugram, Haryana 122002 ",093228 00100 ,,https://www.treebo.com/hotels-in-gurgaon/treebo-trend-corporate-32-sector-31-2775/?utm_source=partnerships&utm_medium=gplus&utm_campaign=hotelcorporate32,·3-star hotel,"A,B,C","3.9
32 reviews",,,,"F22V+RQ Gurugram, Haryana",Unvarified,,"28.4520264,",77.0444768,"https://www.google.com/maps/place/Treebo+Trend+Corporate+32+-+Hotel+in+Gurgaon/data=!4m10!3m9!1s0x390d190561d0beb3:0x8e1691f4ec89e885!5m2!4m1!1i2!8m2!3d28.4520264!4d77.0444768!16s%2Fg%2F11lgqdgl_k!19sChIJs77QYQUZDTkRheiJ7PSRFo4?authuser=0&hl=en&rclk=1
",,Treebo Trend Corporate 32 - Hotel in Gurgaon,Treebo Trend Corporate 32 - Hotel in Gurgaon,"Treebo Trend Corporate 32 - Hotel in Gurgaonis a ·3-star hotel which is located on Address: Plot No 145 Near Raheja Atlantis, Sector 31, Gurugram, Haryana 122002  in  Gurugram, Haryana. The Treebo Trend Corporate 32 - Hotel in Gurgaon offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Treebo Trend Corporate 32 - Hotel in Gurgaon contact details or directly call on compnay helpline number Phone: 093228 00100  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Treebo Trend Corporate 32 - Hotel in Gurgaon/nA,B,C/nWhich is the address of Treebo Trend Corporate 32 - Hotel in Gurgaon/nAddress: Plot No 145 Near Raheja Atlantis, Sector 31, Gurugram, Haryana 122002 /nWhich are service areas is covered by Treebo Trend Corporate 32 - Hotel in Gurgaon/n Gurugram, Haryana"
HOTEL INDIYAAH INN,"92 -A Near Gate No. 3, Akashneem Marg, near Sikanderpur metro station, DLF Phase 2, Sector 25, Gurugram, Haryana 122002 ",092120 55701 ,,,·3-star hotel,"A,B,C","4.5
300 reviews",,,,"F3MV+7P Gurugram, Haryana",Unvarified,,"28.4831722,",77.0942666,"https://www.google.com/maps/place/HOTEL+INDIYAAH+INN/data=!4m10!3m9!1s0x390d19252764af51:0x564a8b090ef4bc08!5m2!4m1!1i2!8m2!3d28.4831722!4d77.0942666!16s%2Fg%2F11_qdjqst!19sChIJUa9kJyUZDTkRCLz0DgmLSlY?authuser=0&hl=en&rclk=1
",,HOTEL INDIYAAH INN,HOTEL INDIYAAH INN,"HOTEL INDIYAAH INNis a ·3-star hotel which is located on Address: 92 -A Near Gate No. 3, Akashneem Marg, near Sikanderpur metro station, DLF Phase 2, Sector 25, Gurugram, Haryana 122002  in  Gurugram, Haryana. The HOTEL INDIYAAH INN offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given HOTEL INDIYAAH INN contact details or directly call on compnay helpline number Phone: 092120 55701  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by HOTEL INDIYAAH INN/nA,B,C/nWhich is the address of HOTEL INDIYAAH INN/nAddress: 92 -A Near Gate No. 3, Akashneem Marg, near Sikanderpur metro station, DLF Phase 2, Sector 25, Gurugram, Haryana 122002 /nWhich are service areas is covered by HOTEL INDIYAAH INN/n Gurugram, Haryana"
Park Plaza Gurugram,"B Block Dr, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002 ",0124 415 0000 ,,https://www.radissonhotels.com/en-us/hotels/park-plaza-gurugram?cid=a:se+b:gmb+c:apac+i:local+e:pph+d:ind+h:INHRGUR2,·4-star hotel,"A,B,C","4.2
3,588 reviews",,,,"F35G+R7 Gurugram, Haryana",Unvarified,,"28.4595366,",77.0757185,"https://www.google.com/maps/place/Park+Plaza+Gurugram/data=!4m10!3m9!1s0x390d18e89246c59b:0x5b1f0ac7dbbdefb3!5m2!4m1!1i2!8m2!3d28.4595366!4d77.0757185!16s%2Fg%2F1tfl_vl1!19sChIJm8VGkugYDTkRs--928cKH1s?authuser=0&hl=en&rclk=1
",https://lh5.googleusercontent.com/p/AF1QipOJj37g7g-3VR5_UniegQxYGBTL21K0sm3FT2fO,Park Plaza Gurugram,Park Plaza Gurugram,"Park Plaza Gurugramis a ·4-star hotel which is located on Address: B Block Dr, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002  in  Gurugram, Haryana. The Park Plaza Gurugram offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Park Plaza Gurugram contact details or directly call on compnay helpline number Phone: 0124 415 0000  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Park Plaza Gurugram/nA,B,C/nWhich is the address of Park Plaza Gurugram/nAddress: B Block Dr, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002 /nWhich are service areas is covered by Park Plaza Gurugram/n Gurugram, Haryana"
"Treehouse Queens Pearl, Gurugram","Civil Lines, Gurugram, Haryana 122022 ",0124 442 5000 ,,http://treehousehotels.in/hotels/treehouse-gurgaon/,·3-star hotel,"A,B,C","4.1
1,438 reviews",,,,"C2XJ+MW Gurugram, Haryana",Unvarified,,,"urugram/data=!4m10!3m9!1s0x390d183f6a292abb:0xb85df3bcdb5c3b46???28.44916,,,77.032316","https://www.google.com/maps/place/Treehouse+Queens+Pearl,+Gurugram/data=!4m10!3m9!1s0x390d183f6a292abb:0xb85df3bcdb5c3b46!5m2!4m1!1i2!8m2!3d28.44916!4d77.032316!16s%2Fg%2F11xfbkx0x!19sChIJuyopaj8YDTkRRjtc27zzXbg?authuser=0&hl=en&rclk=1
",,"Treehouse Queens Pearl, Gurugram","Treehouse Queens Pearl, Gurugram","Treehouse Queens Pearl, Gurugramis a ·3-star hotel which is located on Address: Civil Lines, Gurugram, Haryana 122022  in  Gurugram, Haryana. The Treehouse Queens Pearl, Gurugram offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Treehouse Queens Pearl, Gurugram contact details or directly call on compnay helpline number Phone: 0124 442 5000  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Treehouse Queens Pearl, Gurugram/nA,B,C/nWhich is the address of Treehouse Queens Pearl, Gurugram/nAddress: Civil Lines, Gurugram, Haryana 122022 /nWhich are service areas is covered by Treehouse Queens Pearl, Gurugram/n Gurugram, Haryana"
THE WOODS,"Netaji Subhash Marg, Near Vista Vilas, Block H, Block D, Greenwood City, Sector 46, Gurugram, Haryana 122001 ",0124 492 4399 ,,https://thewoods.net.in/,·4-star hotel,"A,B,C","4.2
1,597 reviews",,,,"C3R4+XV Gurugram, Haryana",Unvarified,,"28.442424,",77.057245,"https://www.google.com/maps/place/THE+WOODS/data=!4m10!3m9!1s0x390d188a100d75c1:0x41445e6f3a27b526!5m2!4m1!1i2!8m2!3d28.442424!4d77.057245!16s%2Fg%2F1wfvl167!19sChIJwXUNEIoYDTkRJrUnOm9eREE?authuser=0&hl=en&rclk=1
",,THE WOODS,THE WOODS,"THE WOODSis a ·4-star hotel which is located on Address: Netaji Subhash Marg, Near Vista Vilas, Block H, Block D, Greenwood City, Sector 46, Gurugram, Haryana 122001  in  Gurugram, Haryana. The THE WOODS offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given THE WOODS contact details or directly call on compnay helpline number Phone: 0124 492 4399  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by THE WOODS/nA,B,C/nWhich is the address of THE WOODS/nAddress: Netaji Subhash Marg, Near Vista Vilas, Block H, Block D, Greenwood City, Sector 46, Gurugram, Haryana 122001 /nWhich are service areas is covered by THE WOODS/n Gurugram, Haryana"
Vivid Boutique Hotel,"C 326, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122001 ",098719 42541 ,,,·3-star hotel,"A,B,C","4.1
377 reviews",,,,"C2PV+2C Gurugram, Haryana",Unvarified,,"28.4350443,",77.0435115,"https://www.google.com/maps/place/Vivid+Boutique+Hotel/data=!4m10!3m9!1s0x390d186e6aaaaaad:0xa41c325ff969ecc6!5m2!4m1!1i2!8m2!3d28.4350443!4d77.0435115!16s%2Fg%2F11f5ly6ps1!19sChIJraqqam4YDTkRxuxp-V8yHKQ?authuser=0&hl=en&rclk=1
",,Vivid Boutique Hotel,Vivid Boutique Hotel,"Vivid Boutique Hotelis a ·3-star hotel which is located on Address: C 326, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122001  in  Gurugram, Haryana. The Vivid Boutique Hotel offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Vivid Boutique Hotel contact details or directly call on compnay helpline number Phone: 098719 42541  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Vivid Boutique Hotel/nA,B,C/nWhich is the address of Vivid Boutique Hotel/nAddress: C 326, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122001 /nWhich are service areas is covered by Vivid Boutique Hotel/n Gurugram, Haryana"
Hotel Golf View Suites,"Plot No, 630, Golf Course Rd, DLF Phase 1, Sector 43, Gurugram, Haryana 122001 ",089204 33550 ,,https://www.hotelgolfview.co.in/,·3-star hotel,"A,B,C","4.3
721 reviews",,,,"F34W+8C Gurugram, Haryana",Unvarified,,"28.455842,",77.096061,"https://www.google.com/maps/place/Hotel+Golf+View+Suites/data=!4m10!3m9!1s0x390d18c95cba72a9:0x8629fe9fb412d40c!5m2!4m1!1i2!8m2!3d28.455842!4d77.096061!16s%2Fg%2F1hm4yhqt4!19sChIJqXK6XMkYDTkRDNQStJ_-KYY?authuser=0&hl=en&rclk=1
",,Hotel Golf View Suites,Hotel Golf View Suites,"Hotel Golf View Suitesis a ·3-star hotel which is located on Address: Plot No, 630, Golf Course Rd, DLF Phase 1, Sector 43, Gurugram, Haryana 122001  in  Gurugram, Haryana. The Hotel Golf View Suites offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Hotel Golf View Suites contact details or directly call on compnay helpline number Phone: 089204 33550  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Hotel Golf View Suites/nA,B,C/nWhich is the address of Hotel Golf View Suites/nAddress: Plot No, 630, Golf Course Rd, DLF Phase 1, Sector 43, Gurugram, Haryana 122001 /nWhich are service areas is covered by Hotel Golf View Suites/n Gurugram, Haryana"
FabHotel The Residency,"750, Sushant Lok 1 Rd, Block A, Sushant Lok Phase I, Sector 28, Gurugram, Haryana 122022 ",070424 24242 ,,https://www.fabhotels.com/hotels-in-gurgaon/fabhotel-the-residency-dlf-galleria.html?utm_source=Google_Maps&utm_medium=organic&utm_campaign=Google_Maps_Clicks,·3-star hotel,"A,B,C","4.1
334 reviews",,,,"F39H+83 Gurugram, Haryana",Unvarified,,"28.4682768,",77.077647,"https://www.google.com/maps/place/FabHotel+The+Residency/data=!4m10!3m9!1s0x390d18e0e9400001:0x4f20f99810734457!5m2!4m1!1i2!8m2!3d28.4682768!4d77.077647!16s%2Fg%2F11g7_g79xw!19sChIJAQBA6eAYDTkRV0RzEJj5IE8?authuser=0&hl=en&rclk=1
",,FabHotel The Residency,FabHotel The Residency,"FabHotel The Residencyis a ·3-star hotel which is located on Address: 750, Sushant Lok 1 Rd, Block A, Sushant Lok Phase I, Sector 28, Gurugram, Haryana 122022  in  Gurugram, Haryana. The FabHotel The Residency offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given FabHotel The Residency contact details or directly call on compnay helpline number Phone: 070424 24242  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by FabHotel The Residency/nA,B,C/nWhich is the address of FabHotel The Residency/nAddress: 750, Sushant Lok 1 Rd, Block A, Sushant Lok Phase I, Sector 28, Gurugram, Haryana 122022 /nWhich are service areas is covered by FabHotel The Residency/n Gurugram, Haryana"
Perch Arbor Suites,"C 988, Block C Dr, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009 ",084484 44240 ,,http://www.theperch.in/perch-arbor.html,·4-star hotel,"A,B,C","4.1
268 reviews",,,,"F35J+X9 Gurugram, Haryana",Unvarified,,"28.4599238,",77.0809446,"https://www.google.com/maps/place/Perch+Arbor+Suites/data=!4m10!3m9!1s0x390d18c2c066773b:0xcab7f5e5e760e958!5m2!4m1!1i2!8m2!3d28.4599238!4d77.0809446!16s%2Fg%2F11b_2lj62h!19sChIJO3dmwMIYDTkRWOlg5-X1t8o?authuser=0&hl=en&rclk=1
",,Perch Arbor Suites,Perch Arbor Suites,"Perch Arbor Suitesis a ·4-star hotel which is located on Address: C 988, Block C Dr, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009  in  Gurugram, Haryana. The Perch Arbor Suites offers A,B,C services. If you need ·4-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Perch Arbor Suites contact details or directly call on compnay helpline number Phone: 084484 44240  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Perch Arbor Suites/nA,B,C/nWhich is the address of Perch Arbor Suites/nAddress: C 988, Block C Dr, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009 /nWhich are service areas is covered by Perch Arbor Suites/n Gurugram, Haryana"
"Hotel Doves Inn, Gurgaon","17, Mehrauli Road, Adjacent to Govt. College, Mehrauli Rd, Sector 15 Part 2, Sector 14, Gurugram, Haryana 122001 ",098991 07811 ,,http://www.hoteldovesinn.com/,·2-star hotel,"A,B,C","3.9
123 reviews",,,,"F28R+JG Gurugram, Haryana",Unvarified,,,"urgaon/data=!4m10!3m9!1s0x390d19ac975056d7:0xa79312fd056bd70b???28.4665299,,,77.0413039","https://www.google.com/maps/place/Hotel+Doves+Inn,+Gurgaon/data=!4m10!3m9!1s0x390d19ac975056d7:0xa79312fd056bd70b!5m2!4m1!1i2!8m2!3d28.4665299!4d77.0413039!16s%2Fg%2F1w2ys7t3!19sChIJ11ZQl6wZDTkRC9drBf0Sk6c?authuser=0&hl=en&rclk=1
",,"Hotel Doves Inn, Gurgaon","Hotel Doves Inn, Gurgaon","Hotel Doves Inn, Gurgaonis a ·2-star hotel which is located on Address: 17, Mehrauli Road, Adjacent to Govt. College, Mehrauli Rd, Sector 15 Part 2, Sector 14, Gurugram, Haryana 122001  in  Gurugram, Haryana. The Hotel Doves Inn, Gurgaon offers A,B,C services. If you need ·2-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Hotel Doves Inn, Gurgaon contact details or directly call on compnay helpline number Phone: 098991 07811  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Hotel Doves Inn, Gurgaon/nA,B,C/nWhich is the address of Hotel Doves Inn, Gurgaon/nAddress: 17, Mehrauli Road, Adjacent to Govt. College, Mehrauli Rd, Sector 15 Part 2, Sector 14, Gurugram, Haryana 122001 /nWhich are service areas is covered by Hotel Doves Inn, Gurgaon/n Gurugram, Haryana"
OYO 11559 Lakshay Residency,"1P, 1P, South City I, Sector 41, Gurugram, Haryana 122002 ",0124 620 1166 ,,https://www.oyorooms.com/18520/,·3-star hotel,"A,B,C","3.3
183 reviews",,,,"F344+MV Gurugram, Haryana",Unvarified,,"28.4566339,",77.0571292,"https://www.google.com/maps/place/OYO+11559+Lakshay+Residency/data=!4m10!3m9!1s0x390d18f7d019d9e9:0xad6ea97639761c8b!5m2!4m1!1i2!8m2!3d28.4566339!4d77.0571292!16s%2Fg%2F11f4wtfsl1!19sChIJ6dkZ0PcYDTkRixx2OXapbq0?authuser=0&hl=en&rclk=1
",,OYO 11559 Lakshay Residency,OYO 11559 Lakshay Residency,"OYO 11559 Lakshay Residencyis a ·3-star hotel which is located on Address: 1P, 1P, South City I, Sector 41, Gurugram, Haryana 122002  in  Gurugram, Haryana. The OYO 11559 Lakshay Residency offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given OYO 11559 Lakshay Residency contact details or directly call on compnay helpline number Phone: 0124 620 1166  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by OYO 11559 Lakshay Residency/nA,B,C/nWhich is the address of OYO 11559 Lakshay Residency/nAddress: 1P, 1P, South City I, Sector 41, Gurugram, Haryana 122002 /nWhich are service areas is covered by OYO 11559 Lakshay Residency/n Gurugram, Haryana"
"Pacific Inn Huda City Center, Gurgaon","Plot no, 07, Shrimati Santhosh Yadav Rd, near Uniworld City, South City I, Sector 31, Gurugram, Haryana 122001 ",088006 99155 ,,http://www.pacificinnhotels.com/,·3-star hotel,"A,B,C","3.7
266 reviews",,,,"F344+3R Gurugram, Haryana",Unvarified,,,"urgaon/data=!4m10!3m9!1s0x390d18f6256d237d:0xdecb5075372ffa60???28.4552319,,,77.0570822","https://www.google.com/maps/place/Pacific+Inn+Huda+City+Center,+Gurgaon/data=!4m10!3m9!1s0x390d18f6256d237d:0xdecb5075372ffa60!5m2!4m1!1i2!8m2!3d28.4552319!4d77.0570822!16s%2Fg%2F11b6_mxzhs!19sChIJfSNtJfYYDTkRYPovN3VQy94?authuser=0&hl=en&rclk=1
",,"Pacific Inn Huda City Center, Gurgaon","Pacific Inn Huda City Center, Gurgaon","Pacific Inn Huda City Center, Gurgaonis a ·3-star hotel which is located on Address: Plot no, 07, Shrimati Santhosh Yadav Rd, near Uniworld City, South City I, Sector 31, Gurugram, Haryana 122001  in  Gurugram, Haryana. The Pacific Inn Huda City Center, Gurgaon offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Pacific Inn Huda City Center, Gurgaon contact details or directly call on compnay helpline number Phone: 088006 99155  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Pacific Inn Huda City Center, Gurgaon/nA,B,C/nWhich is the address of Pacific Inn Huda City Center, Gurgaon/nAddress: Plot no, 07, Shrimati Santhosh Yadav Rd, near Uniworld City, South City I, Sector 31, Gurugram, Haryana 122001 /nWhich are service areas is covered by Pacific Inn Huda City Center, Gurgaon/n Gurugram, Haryana"
Imperial Park,"Plot No, 1795, Netaji Subhash Marg, Block A, Greenwood City, Sector 45, Gurugram, Haryana 122003 ",098100 22686 ,,,·3-star hotel,"A,B,C","4.2
422 reviews",,,,"F328+42 Gurugram, Haryana",Unvarified,,"28.4503582,",77.0650848,"https://www.google.com/maps/place/Imperial+Park/data=!4m10!3m9!1s0x390d19633ccc00bb:0x268eee1b6644b3c0!5m2!4m1!1i2!8m2!3d28.4503582!4d77.0650848!16s%2Fg%2F11fb0_9v92!19sChIJuwDMPGMZDTkRwLNEZhvujiY?authuser=0&hl=en&rclk=1
",,Imperial Park,Imperial Park,"Imperial Parkis a ·3-star hotel which is located on Address: Plot No, 1795, Netaji Subhash Marg, Block A, Greenwood City, Sector 45, Gurugram, Haryana 122003  in  Gurugram, Haryana. The Imperial Park offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Imperial Park contact details or directly call on compnay helpline number Phone: 098100 22686  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Imperial Park/nA,B,C/nWhich is the address of Imperial Park/nAddress: Plot No, 1795, Netaji Subhash Marg, Block A, Greenwood City, Sector 45, Gurugram, Haryana 122003 /nWhich are service areas is covered by Imperial Park/n Gurugram, Haryana"
"Staayz Premium, Gurugram - Hotel & Studio Apartments","U-25 Road Near Oriental Bank Block U DLF Phase 3 Pink Town House Market, Gurugram, Haryana 122002 ",0124 407 2065 ,,http://www.staayzhotels.com/,·3-star hotel,"A,B,C","3.9
706 reviews",,,,"F3VX+JR Gurugram, Haryana",Unvarified,,,"urugram+-+Hotel+%26+Studio+Apartments/data=!4m10!3m9!1s0x390d1934ffedf709:0x4261389ceebcdef9???28.4940665,,,77.0995289","https://www.google.com/maps/place/Staayz+Premium,+Gurugram+-+Hotel+%26+Studio+Apartments/data=!4m10!3m9!1s0x390d1934ffedf709:0x4261389ceebcdef9!5m2!4m1!1i2!8m2!3d28.4940665!4d77.0995289!16s%2Fg%2F11cltbkqq_!19sChIJCfft_zQZDTkR-d687pw4YUI?authuser=0&hl=en&rclk=1
",,"Staayz Premium, Gurugram - Hotel & Studio Apartments","Staayz Premium, Gurugram - Hotel & Studio Apartments","Staayz Premium, Gurugram - Hotel & Studio Apartmentsis a ·3-star hotel which is located on Address: U-25 Road Near Oriental Bank Block U DLF Phase 3 Pink Town House Market, Gurugram, Haryana 122002  in  Gurugram, Haryana. The Staayz Premium, Gurugram - Hotel & Studio Apartments offers A,B,C services. If you need ·3-star hotel related services in  Gurugram, Haryana and nearby areas then you can use the below given Staayz Premium, Gurugram - Hotel & Studio Apartments contact details or directly call on compnay helpline number Phone: 0124 407 2065  for any question & quveries./nFor more detail, users can visit the officail website (website) of (Company Name)./nFrequently Asked Question/nWhat are the services Offered by Staayz Premium, Gurugram - Hotel & Studio Apartments/nA,B,C/nWhich is the address of Staayz Premium, Gurugram - Hotel & Studio Apartments/nAddress: U-25 Road Near Oriental Bank Block U DLF Phase 3 Pink Town House Market, Gurugram, Haryana 122002 /nWhich are service areas is covered by Staayz Premium, Gurugram - Hotel & Studio Apartments/n Gurugram, Haryana"
